Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Hyperlink,Source,Publicatie_unique,Article_ID
Genderdysforie Wachttijden transgenderzorg opgelopen tot enkele jaren,2019-04-15,International,NRC,News,116,IN HET NIEUWS;Blz. 2,116,"Netherlands, Kingdom of the",,,,,Genderdysforie Wachttijden transgenderzorg opgelopen tot enkele jaren,"Genderdysforie Wachttijden transgenderzorg opgelopen tot enkele jaren De wachttijden in de transgenderzorg zijn opgelopen tot twee jaar voor volwassenen en anderhalf jaar voor kinderen en adolescenten.  De   zogeheten 'treeknorm',  de  afgesproken aanvaardbare wachttijd van vier weken, wordt daarmee ruimschoots overschreden.   Bij het  Kennis- en zorgcentrum genderdysforie van Amsterdam UMC bedraagt  de wachttijd tot een intake momenteel 103 weken voor volwassenen. Bij het Universitair Medisch Centrum Groningen is dit 42 weken. Oorzaak van de wachttijden is dat het aantal aanmeldingen al jaren sneller stijgt dan de zorgaanbieders kunnen opvangen. Belangenorganisaties wijzen erop dat de  wachtlijsten psychisch lijden kunnen vergroten. (NRC) Link naar PDF",NRC.NEXT,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5VWJ-Y5H1-DYMH-R2H6-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2821
Steun voor transgenders,2019-04-11,International,De Telegraaf,News,195,BINNENLAND;Blz. 11,195,"Netherlands, Kingdom of the",,,,,Steun voor transgenders,"Steun voor transgenders Van onze parlementaire redactie Den Haag - Transgenders kunnen voortaan makkelijker de vermelding van het  geslacht op hun geboorteakte laten aanpassen. Vanaf nu is daar geen tussenkomst  van een arts of psycholoog meer voor nodig. Eerder moest er een zogenoemde  deskundigenverklaring worden gevraagd, nu bepalen transgenders zelf.",De Telegraaf,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5VVR-77T1-JCBS-P00H-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2019-2021 hele sample.XLSX,Telegraaf,2596
Uitgedaagde boeken,2019-04-13,International,de Volkskrant,News,407,Boeken en wetenschap;Blz. 3,407,"Netherlands, Kingdom of the",ANNE VAN DRIEL,,,,Uitgedaagde boeken,"Uitgedaagde boeken De lijst met publicaties die in de VS uit scholen en bibliotheken zijn verwijderd, is elk jaar weer schokkend. De week in boeken In het land waar je in sommige steden naar genderneutrale toiletten kunt, kun je je op andere plekken niet eens terugtrekken met het boek van je keuze. Maandag publiceerde de American Library Association ( ALA ), een organisatie die ijvert voor vrije toegang tot informatie, haar jaarlijkse lijst met 'uitgedaagde boeken', zoals ze dat in de Verenigde Staten zo eufemistisch noemen: publicaties die uit scholen, bibliotheken of universiteiten zijn verwijderd, of waarbij dat op zijn minst is geprobeerd. Zes van de elf meest gewraakte boeken van het afgelopen jaar werden aanstootgevend of verwerpelijk gevonden omdat er lgbti-personages in figureren.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5VW2-N771-DYRY-X2NC-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,896
"Voor hij de politiek in gaat, doet Eddie Izzard nog één keer een tournee",2019-04-24,International,de Volkskrant,News,921,V Opening;Blz. 3,921,"Netherlands, Kingdom of the",GIJS BEUKERS,,,,"Voor hij de politiek in gaat, doet Eddie Izzard nog één keer een tournee","Voor hij de politiek in gaat, doet Eddie Izzard nog één keer een tournee De comedian voert Wunderbar op in drie talen. Comedy: Eddy Izzard Géén politiek interview, maande de agent van Eddie Izzard, de Britse comedian die meermaals heeft aangegeven burgemeester van Londen te willen worden, of parlementariër. Izzard wordt 'bedolven' onder de aanvragen van Europese kranten die hem over de Brexit willen horen. Eén politieke vraag, schreef de agent, en ze zal het telefonische interview afkappen. Dus beginnen we het gesprek met de vraag waarom zijn nieuwe programma, waarmee Izzard op donderdag 25 april in Afas Live staat, Wunderbar heet.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5VYD-B3H1-DYRY-X29W-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,898
Nederland: Amerikaanse haatprediker komt er niet in,2019-05-01,International,AD/Algemeen Dagblad.nl,News,717,,717,"Netherlands, Kingdom of the",Tobias den Hartog en Marcia Nieuwenhuis,,,,Nederland: Amerikaanse haatprediker komt er niet in,"Nederland: Amerikaanse haatprediker komt er niet in Staatssecretaris Mark Harbers voorkomt dat de Amerikaanse haatprediker Steven Anderson naar Nederland komt. De christelijke Amerikaan houdt er zeer extreme denkbeelden op na. Zo gunt hij vrouwen geen kiesrecht en vindt hij dat homo’s geëxecuteerd moeten worden. Verantwoordelijk bewindsman Mark Harbers heeft maatregelen genomen om de inreis van Steven Anderson te voorkomen, meldt hij aan de Tweede Kamer. De Amerikaanse haatprediker Steven Anderson wilde op 23 mei in Amsterdam komen spreken. Homo-organisatie COC, belangenbehartiger van Israël CIDI en politieke partijen wilden al dat hem de toegang tot Nederland wordt ontzegd en reageren opgelucht.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5W12-7TF1-DY0X-94W2-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,433
‘Transgenderpoliticus’ keert solo terug in gemeenteraad Apeldoorn,2019-05-24,International,AD/Algemeen Dagblad.nl,News,225,,225,"Netherlands, Kingdom of the",Arnoud Heins,,,,‘Transgenderpoliticus’ keert solo terug in gemeenteraad Apeldoorn,"‘Transgenderpoliticus’ keert solo terug in gemeenteraad Apeldoorn Braldt Lilian Haak keert vanaf 20 juni terug in de Apeldoornse gemeenteraad. Hoewel hij de raadszetel overneemt van VVD’er Tamara Kipp,  vormt hij straks een eenmansfractie.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5W60-GN81-JBHV-K4NW-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,450
De rode en de blauwe pil leven voort Het uitzonderlijke filmjaar1999 Terugblik 1999 was een uitzonderljik filmjaar Van The Blair Witch Project tot The Matrix: Een uitzonderlijk goede oogst,2019-05-01,International,NRC,News,953,COVER;Blz. 1,953,"Netherlands, Kingdom of the",Coen van Zwol,,,,De rode en de blauwe pil leven voort Het uitzonderlijke filmjaar1999 Terugblik 1999 was een uitzonderljik filmjaar Van The Blair Witch Project tot The Matrix: Een uitzonderlijk goede oogst,"De rode en de blauwe pil leven voort Het uitzonderlijke filmjaar1999 Terugblik 1999 was een uitzonderljik filmjaar Van The Blair Witch Project tot The Matrix: Een uitzonderlijk goede oogst ABSTRACT The Matrix Het was de sensatie van 1999. The Matrix vroeg: maakt de waarheid vrij? De rode of de blauwe pil? Hacker Neo krijgt in The Matrix uit 1999 die keus van Morpheus. Neemt Neo de blauwe pil, dan blijft alles zoals het is.  Neemt hij de rode pil, dan doorziet hij de schijnwereld die de Matrix ,,over onze ogen trok"". Uiteraard kiest Neo de rode pil: waarheid maakt vrij. En leert zo dat zijn bestaan  een gesimuleerde realiteit is waarmee een Artificial Intelligence de mensheid rustig houdt. Neo bevindt zich niet echt in Sydney anno 1999, hij ligt ergens in de 22ste eeuw in een vat roze vloeistof als menselijke batterij die machines van stroom voorziet. Eenmaal ontketend, blijkt hij  'The One' te zijn die de mensen uit hun virtuele slavernij verlost.",NRC.NEXT,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5W10-G5N1-DYMH-R005-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2824
Mijn Amerikaanse dromen Philip Huff In New York telt niet wat je kunt maar wie je kent,2019-05-11,International,NRC,News,2113,OPINIE & DEBAT;Blz. 1,2113,"Netherlands, Kingdom of the",Philip Huff,,,,Mijn Amerikaanse dromen Philip Huff In New York telt niet wat je kunt maar wie je kent,"Mijn Amerikaanse dromen Philip Huff In New York telt niet wat je kunt maar wie je kent ABSTRACT Opinie Ongelijkheid In New York krijg je geen kansen op basis van je talent, het gaat erom wie je kent, ondervond Philip Huff. De eerste twee jaar dat ik in New York verbleef, in 2015 en 2016, haatte ik bijna alle mensen om mij heen. Het was de enige keer in mijn leven dat ik mij gemarginaliseerd genoeg voelde dat dit kon gebeuren. Ik vertrok naar New York om voor Nederlandse media over die stad en de Verenigde Staten te schrijven en om te proberen in het Engels te schrijven - en te publiceren. Het voelde niet als hoogmoed, eerder bescheidenheid. Als er in Nederland 35.000 mensen waren die mijn boeken lazen, dan vond ik dat al ongelofelijk - en wie zegt mij dat dat zo zal blijven? Het Nederlandse taalgebied is klein en ik schrijf een keer in de drie, vier jaar een boek en die worden niet allemaal verfilmd. Ik moest  mijn potentiële publiek vergroten als ik wilde blijven schrijven om ervan te kunnen leven. Ik ging dus naar New York om het te 'maken'.  Ik had goed gespaard om het een tijdje vol te houden, vond een literair agent en werkte drie jaar elke dag aan mijn Engelstalige manuscript, over een Europese schrijver in New York . Ik mijnde mijn nieuwe leven uit - en probeerde tegelijkertijd te begrijpen waar ik woonde.",NRC.NEXT,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5W34-BX51-DYMH-R3V9-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2827
Elke 500 meter openbaar toilet,2019-05-10,International,De Telegraaf,News,307,BINNENLAND;Blz. 14,307,"Netherlands, Kingdom of the",Michiel van Renselaar,,,,Elke 500 meter openbaar toilet,Elke 500 meter openbaar toilet Ook roep om genderneutraal door Michiel van Renselaar Utrecht - Iedereen kan binnenkort om de vijfhonderd meter naar een schoon en  veilig toilet in de Utrechtse binnenstad en Leidsche Rijn Centrum. Het  stadsbestuur komt met een beleid voor openbare toiletten. Inclusief een  ’genderbehoeftebeoordeling’.,De Telegraaf,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5W2X-CKG1-JCBS-P2FH-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2019-2021 hele sample.XLSX,Telegraaf,2597
Het is weer ball,2019-05-27,International,de Volkskrant,News,1660,"V Opening;Blz. 4, 5",1660,"Netherlands, Kingdom of the",DOOR DJUNA KRAMER,,,,Het is weer ball,"Het is weer ball Balls, ontstaan in de New Yorkse homoscene, veroveren clubs en festivals. Hoe kan glitterdans met theatrale modellenposen bevrijden? Reportage Voguing in de ballroomgemeenschap Ja, dit stuk gaat over balls, die worden gehouden door de ballroom-gemeenschap. Maar denk daarbij vooral niet aan adellijke types die onder een glinsterende kroonluchter de Weense wals dansen. Met klassiek stijldansen heeft het weinig te maken - wel met het aannemen van theatrale modellenposen. Wat je op een ball zou kunnen zien: twee dansers, een in een roze pakje met gouden kettingen om de buik, de ander in een negligé met een Goudlokje-pruik op, overal glitter. Op het dakterras van The Suïcide Club in Rotterdam nemen ze het tegen elkaar op. Op opzwepende house lopen ze heupwiegend over een geïmproviseerde catwalk, terwijl handen strakke patronen tekenen. Ze nemen sexy posen aan en laten zich precies op de beat op de grond vallen, om dan met hun benen te zwaaien. Een presentator met een roze stola om moedigt ze aan ('Work it, you sexy bitch'), terwijl drie juryleden bepalen wie een trofee krijgt.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5W6F-C391-JC8X-64KN-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,906
Nederland weert Amerikaanse haatprediker,2019-05-02,International,de Volkskrant,News,209,Ten Eerste;Blz. 4,209,"Netherlands, Kingdom of the",REMCO MEIJER,,,,Nederland weert Amerikaanse haatprediker,"Nederland weert Amerikaanse haatprediker Staatssecretaris Harbers De Amerikaanse haatprediker Steven Anderson mag niet naar Nederland komen. Staatssecretaris Mark Harbers van Justitie en Veiligheid schrijft aan de Tweede Kamer dat hij maatregelen heeft genomen om 'de inreis van betrokkene in de Schengenzone te voorkomen'. Anderson noemt zich dominee van zijn eigen Faithful Word Baptist Church en wilde op 23 mei in Amsterdam komen preken. Hij ontkent de Holocaust en vindt dat alle homo's, lesbiennes en transgenders moeten worden geëxecuteerd. Lgbt is volgens hem de afkorting voor Let God Burn Them. Hij is ook tegen vrouwenkiesrecht. Het COC (de belangenvereniging voor lesbiennes, homo's, biseksuelen en transgenders) en het CIDI (het Centrum Informatie en Documentatie Israel ) hadden zich tegen zijn komst gekeerd. Meerdere Kamerleden riepen eerder op zijn komst te verhinderen. In antwoord op Kamervragen schrijft Harbers nu: 'Voor discriminatie, het oproepen tot haat of onverdraagzaamheid en geweld op enige grond, is geen plaats in een democratische rechtsstaat als de onze.' Als Anderson in het Schengen-systeem SIS-II als ongewenst vreemdeling is geregistreerd, kan hij Nederland niet in. Andere landen hebben hem ook al de toegang geweigerd.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5W14-3GV1-JC8X-605H-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,900
Prentenboekje laat zien dat transgenders normaal zijn: ‘Kinderen vinden niet snel iets heel raar’,2019-06-27,International,AD/Algemeen Dagblad.nl,News,600,,600,"Netherlands, Kingdom of the",Sandra Don,,,,Prentenboekje laat zien dat transgenders normaal zijn: ‘Kinderen vinden niet snel iets heel raar’,"Prentenboekje laat zien dat transgenders normaal zijn: ‘Kinderen vinden niet snel iets heel raar’ Onder het mom van 'het mooiste wat je kunt worden, is jezelf' presenteert de stichting Schiedams Lef het prentenboekje Stefan en Katie. Het boekje maakt kinderen in de leeftijd van 5 tot 8 jaar vertrouwd met het beeld dat een meisje zich ook jongen kan voelen en vice versa. ,,Er bleken nog maar weinig kinderboekjes te zijn over dit onderwerp.'' Carolien Kruijs, een van de makers van het prentenboekje Stefan en Katie, nam onlangs de proef op de som en las in haar eigen groep 5 voor uit eigen werk. ,,Mijn kinderen dachten eerst dat het ging over een jongen en meisje die gepest werden'', vertelt zij. ,,Toen ik uitlegde waarom, vonden ze dat heel sneu. Maar er was alom begrip voor het feit dat sommige meisjes zich jongen voelen en dat dit andersom ook zo kan zijn. Kinderen nemen wat dat betreft alles voor kennisgeving aan en gaan weer verder, vinden niet snel iets heel raar.'' Nijntjestijl In het omkeerboekje - in Nijntjestijl - volgen de lezers Stefan en Katie, die naar school gaan. Op school worden ze aangesproken door een meisje. Ze zegt dat het raar is dat Katie er als een jongen uitziet en Stefan als een meisje. De juf leest in de kring een boekje voor dat uitlegt dat sommige jongens roze hersenen hebben en sommige meisjes blauwe.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5WF6-V2P1-DY0X-944T-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,462
Haagse steun voor Rainbow Refugees,2019-06-28,International,AD/Algemeen Dagblad.nl,News,335,,335,"Netherlands, Kingdom of the",Geraldina Metselaar,,,,Haagse steun voor Rainbow Refugees,"Haagse steun voor Rainbow Refugees In sommige landen kun je beter 'in de kast' blijven. Want eruit komen staat ongeveer gelijk aan je eigen doodsvonnis tekenen. Iedereen is je vijand, zelfs je bloedverwanten.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5WFD-SFY1-DY0X-90MX-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,464
"Civitas Christiana (1) Het zou bijna grappig zijn, als het niet zo pijnlijk was Brieven",2019-06-19,International,NRC Handelsblad,News,323,OPINIE;Blz. 17,323,"Netherlands, Kingdom of the",Ruud Maltha,,,,"Civitas Christiana (1) Het zou bijna grappig zijn, als het niet zo pijnlijk was Brieven","Civitas Christiana (1) Het zou bijna grappig zijn, als het niet zo pijnlijk was Brieven Ik ben een groot voorstander van de vrije meningsuiting, ook als het mij, homo, niet welgevallig is, zoals het interview met Hugo Bos ( Tegen alle revoluties, voor Christus en Zwarte Piet , 17/6). Maar een paar uitspraken van Bos mogen niet onweersproken blijven. Ik citeer: ,,Is het dan wel normaal dat je zegt: 'Ik ben een vrouw', terwijl je een man bent?""",NRC Handelsblad,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5WCG-P101-JC5G-11P2-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2829
"Nee, het is geen wedstrijd in zielig zijn Column",2019-06-13,International,NRC,News,567,OPINIE;Blz. 18,567,"Netherlands, Kingdom of the",Clarice Gargard,,,,"Nee, het is geen wedstrijd in zielig zijn Column","Nee, het is geen wedstrijd in zielig zijn Column Het nieuwe feminisme is inclusief. Zowel Women's March en #MeToo als Pride en de klimaatbeweging zijn er onderdeel van. Sommigen zeggen dat huidige feministen de plank misslaan, omdat het over alles en niets zou gaan. Ik  zie het als poging tot radicale medemenselijkheid.",NRC.NEXT,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:5WB5-6YX1-JC5G-13VG-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2828
