Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Source,YearMonth,Week
Lotte strijdt tegen fatshaming: ‘Mijn oma heeft nooit genoten van hoe mooi ze was’,2022-02-19,International,Algemeen Dagblad,News,1511,,1511,"Netherlands, Kingdom of the",Jorien de Wit,,,,Lotte strijdt tegen fatshaming: ‘Mijn oma heeft nooit genoten van hoe mooi ze was’,"Lotte strijdt tegen fatshaming: ‘Mijn oma heeft nooit genoten van hoe mooi ze was’ Ze is model, influencer, dik en trots: Lotte van Eijk (24) houdt haar 110.000 volgers op Instagram op de hoogte van haar leven én haar strijd tegen ‘obeesvrees’. Waar komt die vechtlust vandaan? De dood van haar oma speelde een grote rol. Een willekeurige woensdag. Op Instagram verschijnt een foto van Lotte, een zelfportret met haar borsten vol in beeld. Haar tepels verstopt achter cowboy-emoji’s zodat haar foto niet wordt verwijderd. Want mannentepels mogen dan overal tentoongesteld worden, vrouwentepels zijn nog altijd niet toegestaan op het sociale medium. Het onderschrift: dik, vrij en sexy. Wees een slet. Of het filmpje waarin ze met sextoys zwaait. ‘Er rust heel veel taboe en schaamte op, maar je moet het gewoon zien als de mosterd op je broodje kroket!’, roept ze met een Rotterdams accent. Op Lottes account bestáán taboes niet.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-02,7
"‘Vrouwen worden aangerand door mannen, niet door transvrouwen met piemels’",2022-02-19,International,Algemeen Dagblad,News,2024,,2024,"Netherlands, Kingdom of the",Phaedra Werkhoven,,,,"‘Vrouwen worden aangerand door mannen, niet door transvrouwen met piemels’","‘Vrouwen worden aangerand door mannen, niet door transvrouwen met piemels’ Waarom roept een artikel over een non-binair persoon die een X in hun paspoort wil zoveel reacties van lezers op? In de week van 22 februari behandelt de Tweede Kamer de versoepeling van de Transgenderwet die dat makkelijk maakt. Verslaggever Phaedra Werkhoven vraagt zich af wat daar het probleem van zou zijn.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-02,7
"Charley is non-binair: ‘Je bent wie je bent, niet wat mensen zeggen dat je bent’",2022-02-20,International,Algemeen Dagblad,News,317,,317,"Netherlands, Kingdom of the",Debby Gerritsen,,,,"Charley is non-binair: ‘Je bent wie je bent, niet wat mensen zeggen dat je bent’","Charley is non-binair: ‘Je bent wie je bent, niet wat mensen zeggen dat je bent’ In de podcast Over de Liefde van het AD gaat columnist Debby Gerritsen op zoek naar de liefde. Ze verkent daarbij verschillende relatievormen. Want: is een traditionele huisje-boompje-beestje-relatie nog wel van deze tijd? En: wat moeten we doen om liefde te vinden? In een nieuwe aflevering praat Debby met Charley van Dusschoten. Charley is een demi-man op het non-binaire spectrum: ‘Je bent wie je bent, niet wat mensen zeggen dat je bent’ Luister hier naar de nieuwste aflevering: Podcast Over de Liefde AD-columnist Debby Gerritsen heeft een leuke baan, geweldige vrienden, een lieve familie, een eigen huis en auto én de knapste poes van Nederland. Maar de liefde? Tja, de liefde… In het tweede seizoen van de succesvolle podcast Over de liefde interviewt Debby verschillende bekende mensen met een bijzonder liefdesverhaal. Hoe beleven zij de liefde en wat kan Debby leren van haar gasten?",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-02,7
"GroenLinks, D66 en CU in De Bilt koesteren diversiteit, maar bij de SGP ‘gaat het juist prima zonder vrouwen’",2022-02-20,International,Algemeen Dagblad,News,918,,918,"Netherlands, Kingdom of the",Nils de Kruijff,,,,"GroenLinks, D66 en CU in De Bilt koesteren diversiteit, maar bij de SGP ‘gaat het juist prima zonder vrouwen’","GroenLinks, D66 en CU in De Bilt koesteren diversiteit, maar bij de SGP ‘gaat het juist prima zonder vrouwen’ Bij welke politieke partij in De Bilt is de vrouw tijdens de komende gemeenteraadsverkiezingen het best vertegenwoordigd? Yvo Kok-Palma, data-onderzoeker én nummer 3 op de lijst van GroenLinks deed onderzoek. Conclusie van zijn lijsttrekker: Er is nog een wereld te winnen als het om gelijkheid van vrouwen en mannen gaat in de Biltse politiek. Zijn eigen GL-fractie doet het met vier vrouwen op de eerste vijf posities het best. De SGP sluit de rijen met nul vrouwelijke kandidaten op de kieslijst. ,,Er heeft zich nog nooit een vrouw aangemeld en dat zal waarschijnlijk niet gaan gebeuren”, zegt voorzitter Matthie Simons van de kiesvereniging SGP De Bilt. ,,Het gaat met de SGP ook prima zonder vrouwen.” Het onderzoek van Kok-Palma naar de verhouding mannen en vrouwen in de Biltse raad maakt duidelijk dat alleen GroenLinks, D66 en ChristenUnie een vrouw als nummer 1 op hun lijst hebben. Wat ook duidelijk wordt: 52 procent van de Biltse bevolking is vrouw. Slechts een derde van de verkiesbare zetels is nu vrouw. Kansrijk In de grafieken van Kok-Palma is te zien hoeveel vrouwen er op kansrijke plaatsen staan. Dat zegt meer dan over het totaal aantal vrouwen dat een partij op de kieslijst heeft staan. GroenLinks spant met vier vrouwen bij de eerste vijf kandidaten de kroon, gevolgd door ChristenUnie en PvdA.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-02,7
Eerste non-binaire radiopresentator viert ‘wedergeboorte’ met nieuwe naam: Lara Billie Rense,2022-02-21,International,Algemeen Dagblad,News,295,,295,"Netherlands, Kingdom of the",Marlies van Leeuwen,,,,Eerste non-binaire radiopresentator viert ‘wedergeboorte’ met nieuwe naam: Lara Billie Rense,"Eerste non-binaire radiopresentator viert ‘wedergeboorte’ met nieuwe naam: Lara Billie Rense De presentator van Nieuws en Co op Radio 1 identificeert zich als non-binair en gebruikt vanaf nu een (iets) andere naam. Door voortaan als Lara Billie Rense door het leven te gaan, voelt het ‘als een soort wedergeboorte’, laat de radiohost weten op Twitter.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-02,8
Vier maanden cel voor uitbuiting van Braziliaanse transgender prostituee: ‘Uit puur winstbejag gehandeld’,2022-02-21,International,Algemeen Dagblad,News,303,,303,"Netherlands, Kingdom of the",Maarten Bakker,,,,Vier maanden cel voor uitbuiting van Braziliaanse transgender prostituee: ‘Uit puur winstbejag gehandeld’,"Vier maanden cel voor uitbuiting van Braziliaanse transgender prostituee: ‘Uit puur winstbejag gehandeld’ De 25-jarige Hagenaar Amir B. is veroordeeld tot vier maanden cel vanwege het uitbuiten en beroven van de 32-jarige Maria, een Braziliaanse transgender prostituee die illegaal in Nederland was.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-02,8
COC Gorinchem blij met nieuwe wet: ‘Homogenezers maken ook in deze regio veel slachtoffers’,2022-02-23,International,Algemeen Dagblad,News,586,,586,"Netherlands, Kingdom of the",Chantal Blommers,,,,COC Gorinchem blij met nieuwe wet: ‘Homogenezers maken ook in deze regio veel slachtoffers’,"COC Gorinchem blij met nieuwe wet: ‘Homogenezers maken ook in deze regio veel slachtoffers’ Therapieën die mensen moeten genezen van hun seksuele geaardheid worden mogelijk strafbaar. Goed nieuws, zegt COC Gorinchem. ,,We weten dat zogenaamde homogenezers veel slachtoffers maken in deze regio.’’ Onlangs presenteerden VVD en D66 in Den Haag een initiatiefwet die ‘homogenezing’ strafbaar moet stellen. Op het aanbieden van therapieën die bedoeld zijn om de seksuele geaardheid of genderidentiteit van mensen te onderdrukken of zelfs te veranderen, komt als het aan die partijen ligt een boete te staan van 22.500 euro of een celstraf van een jaar.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-02,8
Sekswerkers van Utrechtse tippelzone ervaren stress en depressieve gevoelens sinds sluitingr,2022-03-02,International,Algemeen Dagblad,News,757,,757,"Netherlands, Kingdom of the",Josselin Gordijn,,,,Sekswerkers van Utrechtse tippelzone ervaren stress en depressieve gevoelens sinds sluitingr,"Sekswerkers van Utrechtse tippelzone ervaren stress en depressieve gevoelens sinds sluitingr Een deel van de sekswerkers dat op de voormalig tippelzone, ‘de Baan’, op de Europalaan in Utrecht werkte, kampt sinds de sluiting met stress, depressieve gevoelens, en moeite met het vinden van een baan. Ze vinden het onrechtvaardig dat de tippelzone gesloten is en er geen alternatieve werkplaats kwam.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,9
rPartner van schrijfster Renate Stoute publiceert boek over bijzondere relatie: ‘Ze heeft maar kort van haar vrouwzijn kunnen genieten’,2022-03-06,International,Algemeen Dagblad,News,822,,822,"Netherlands, Kingdom of the",Dieter van den Bergh,,,,rPartner van schrijfster Renate Stoute publiceert boek over bijzondere relatie: ‘Ze heeft maar kort van haar vrouwzijn kunnen genieten’,"rPartner van schrijfster Renate Stoute publiceert boek over bijzondere relatie: ‘Ze heeft maar kort van haar vrouwzijn kunnen genieten’ EINDHOVEN - Schrijver René Stoute had een tumultueus leven en overleed op jonge leeftijd in Eindhoven. In 1982 schreef hij ‘Op de rug van vuile zwanen’ over zijn jaren als (criminele) drugsverslaafde. De cultklassieker, die deels in Eindhoven speelt, verschijnt 40 jaar later opnieuw, maar nu onder de naam Renate Stoute. ,,Een blijk van erkenning”, zegt oud-partner Janis Wagemans uit Eindhoven, die een boek schreef over hun relatie.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,9
"Stip wil meer soa-tests voor jongeren, maar voor de VVD begint het met preventie. Of helemaal geen seks?",2022-03-07,International,Algemeen Dagblad,News,367,,367,"Netherlands, Kingdom of the",Nico Heemelaar,,,,"Stip wil meer soa-tests voor jongeren, maar voor de VVD begint het met preventie. Of helemaal geen seks?","Stip wil meer soa-tests voor jongeren, maar voor de VVD begint het met preventie. Of helemaal geen seks? Ging het er in de wereldpolitiek maar net zo aan toe als in de lhbti-gemeenschap. Elf van de twaalf partijen die in Delft meedoen aan de gemeenteraadsverkiezingen hebben vorige week de degens gekruist in een regenboogdebat. Nou ja, degens gekruist, ze waren het over bijna alles roerend eens.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,10
‘X’ in paspoort van Storm (36) uit Kampen verder weg na uitspraak Hoge Raad: ‘Vreselijk teleurgesteld’,2022-03-07,International,Algemeen Dagblad,News,506,,506,"Netherlands, Kingdom of the",Emiel Poelert,,,,‘X’ in paspoort van Storm (36) uit Kampen verder weg na uitspraak Hoge Raad: ‘Vreselijk teleurgesteld’,"‘X’ in paspoort van Storm (36) uit Kampen verder weg na uitspraak Hoge Raad: ‘Vreselijk teleurgesteld’ De kans dat Storm Vogel (36) uit Kampen volgende week gelijk krijgt van de rechter en binnen de kortste keren een ‘x’ in het paspoort heeft staan, is flink geslonken. In een vergelijkbare zaak wees de Hoge Raad naar de wetgever: die moet voor duidelijkheid zorgen. Die uitspraak lijkt een voorbode voor de zaak van Storm.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,10
Peter is seksdokter: ‘Stellen lopen vaak jaren met problemen rond’,2022-03-07,International,Algemeen Dagblad,News,1760,,1760,"Netherlands, Kingdom of the",Maarten Molenaar,,,,Peter is seksdokter: ‘Stellen lopen vaak jaren met problemen rond’,"Peter is seksdokter: ‘Stellen lopen vaak jaren met problemen rond’ Een jonge vrouw die pijn had tijdens het vrijen was voor Peter Leusink beslissend om seksuoloog te worden. Jaren later promoveerde hij zelfs op de vulva. De huisarts geeft landelijk adviezen over seksuele gezondheid. Wat jammer nou! Dat denkt huisarts en seksuoloog Peter Leusink (63) geregeld als zich een stel pas na lange tijd bij hem meldt met problemen op het gebied van seks. ,,Ze blijken er vaak al jaren mee rond te lopen en tobben wat af voor een goed seksleven. Als ze eerder bij mij waren gekomen, had ik ze waarschijnlijk kunnen helpen en was dat toch een grote zorg minder geweest.” Hier blijkt volgens hem maar weer uit dat seks toch nog vaak in de taboesfeer zit. ,,Je zou anno 2022 misschien anders verwachten, maar er is nog steeds een hoge drempel om hier hulp bij te zoeken. Mensen houden dit het liefst in hun eigen slaapkamer.” Een dappere stap Wat dat betreft was het een dappere stap van de vrouw die pijn had bij het vrijen om in de jaren 90 bij de toen nog beginnende huisarts in Gouda binnen te lopen. Peter Leusink hoorde haar geïnteresseerd aan, maar hij had eigenlijk geen oplossing voor haar probleem.Is het niet wat voor jou om seksuoloog te worden? En zo ben ik er in gerold ,,Aan dit onderwerp was niet of nauwelijks aandacht besteed tijdens de opleiding tot huisarts.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,10
"‘De kerkklokken luiden, dus ook de moskee mag oproepen tot gebed’",2022-03-10,International,Algemeen Dagblad,News,1145,,1145,"Netherlands, Kingdom of the","Fred Vermeer, Carel van der Velden",,,,"‘De kerkklokken luiden, dus ook de moskee mag oproepen tot gebed’","‘De kerkklokken luiden, dus ook de moskee mag oproepen tot gebed’ De gemeenteraadsverkiezingen naderen met rasse schreden. Tien Westlandse partijen strijden om de plekken op het pluche. Wie zijn hun lijsttrekkers en wat willen ze? In vijf digitale duodebatten stellen we ze voor. Vandaag deel 4:  Ad van Harmelen (ChristenUnie-SGP) en Benjamin Hofland (D66). ,,Kinderen moeten geen les krijgen over zaken als homoseksualiteit of transgenders.” Het verschil in levensgevoel is groot. ChristenUnie-SGP staat voor traditionele waarden, waarvan de zondagsrust een belangrijk onderdeel vormt. Rust is een geschenk aan mensen die druk zijn en voorbij dreigen te lopen aan zichzelf, aan anderen en aan God. Daar hoef je bij D66 niet mee aan te komen. De partij, die veel aanhang geniet onder hoogopgeleide kiezers in de grote steden, vindt dat mensen zelf wel uitmaken hoe ze leven. De partij, die het ooit mede mogelijk maakte dat winkels zeven dagen per week open mogen zijn, pleitte in Westland zelfs voor het openen van de gemeentewerf op zondag. Omdat de wachttijden op andere dagen vanwege corona zo opliepen, motiveerde Benjamin Hofland.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,10
Mensen vragen Lambert van Meijeren: ‘U bent toch veel te aardig om lijsttrekker FvD te zijn?’,2022-03-11,International,Algemeen Dagblad,News,1206,,1206,"Netherlands, Kingdom of the",Henny Haggeman,,,,Mensen vragen Lambert van Meijeren: ‘U bent toch veel te aardig om lijsttrekker FvD te zijn?’,"Mensen vragen Lambert van Meijeren: ‘U bent toch veel te aardig om lijsttrekker FvD te zijn?’ DOETINCHEM - Lambert van Meijeren (67) sluit een Noordtak door de Achterhoek pal naast de A/N18 niet uit én - ‘mits ruim gecompenseerd’ - het winnen van gas in Groningen ook niet. De lijsttrekker van de FvD is de grote onbekende in Doetinchem . Het is duidelijk: indachtig zijn partij schuwt Lambert van Meijeren – geboren in Wageningen en al 35 jaar wonend in Doetinchem – de provocatie niet. Toch ziet niet iedereen deze gepensioneerde voormalige manager van de Albert Heijn (onder andere van 2011 tot 2015 van het filiaal aan de Rozengaardseweg) als een vanzelfsprekende volgeling van Thierry Baudet. ‘Wordt u lijsttrekker van Forum voor Democratie (FvD) in Doetinchem ’, vragen mensen die hem op straat treffen. ‘Daar bent u toch veel te aardig voor’. ,,Misschien val ik dus wel mee”, zegt Van Meijeren.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,10
"Paspoorten en toiletten zijn al genderneutraal, nu de taal nog: ‘Die’ of 'hen/hun’? Of toch liever ‘dee/dem’?",2022-03-12,International,Algemeen Dagblad,News,1628,,1628,"Netherlands, Kingdom of the",Judith Evertse,,,,"Paspoorten en toiletten zijn al genderneutraal, nu de taal nog: ‘Die’ of 'hen/hun’? Of toch liever ‘dee/dem’?","Paspoorten en toiletten zijn al genderneutraal, nu de taal nog: ‘Die’ of 'hen/hun’? Of toch liever ‘dee/dem’? VELDHOVEN - De gemeenschap van mensen die zich geen hij en geen zij voelt wordt steeds zichtbaarder. Dat vraagt om een gender-update van de Nederlandse taal. Is het nou hen/hun of die? Een work in progress, die voor de gewone taalgebruiker nogal eens voor worstelingen zorgt.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,10
"Uit de kast betekent weg uit Oldebroek: ‘Ik weet dat ik in elkaar geslagen word, alleen nog niet wanneer’",2022-03-12,International,Algemeen Dagblad,News,1826,,1826,"Netherlands, Kingdom of the",Madelon de Goffau <,,,,"Uit de kast betekent weg uit Oldebroek: ‘Ik weet dat ik in elkaar geslagen word, alleen nog niet wanneer’","Uit de kast betekent weg uit Oldebroek: ‘Ik weet dat ik in elkaar geslagen word, alleen nog niet wanneer’ Er mag dan een regenboogvlag wapperen op Coming Out Day in Oldebroek, daarmee is de Veluwse gemeente voor lhbti’ers allerminst een oase van acceptatie. Nu de lokale partij Christelijk Verbond Oldebroek het bestrijden van die vlag tot speerpunt bij de gemeenteraadsverkiezingen benoemt, staan begrippen als tolerantie en verdraagzaamheid zwaar onder druk. Twee jonge lhbti’ers hebben hun conclusies getrokken: voor hen is er geen toekomst in Oldebroek.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2022-03,10
